request_id,hospital_name,blood_group,units_required,urgency_level,city,request_date
R00396,Max Super Speciality,B+,2,Medium,Delhi,2023-12-09
R00397,Manipal Hospital,B+,1,High,Patna,2023-12-08
R00398,Jehangir Hospital,O+,2,Medium,Ludhiana,2024-07-08
R00399,KEM Hospital,O-,1,High,Pune,2024-07-30
R00400,Fortis Healthcare,A+,4,High,Kolkata,2024-09-11
R00401,Apollo Hospital,B+,3,Medium,Mumbai,2023-08-13
R00402,Narayana Health,A+,1,Medium,Bhopal,2024-06-23
R00403,Christian Medical College,B+,1,Medium,Lucknow,2024-02-16
R00404,Apollo Hospital,O+,2,Low,Mumbai,2023-05-06
R00405,Amrita Institute of Medical Sciences,B-,2,Medium,Vadodara,2023-02-05
R00406,Kokilaben Dhirubhai Ambani,O+,1,High,Rajkot,2023-12-23
R00407,Lilavati Hospital,O-,2,Medium,Nashik,2023-11-13
R00408,Lilavati Hospital,B-,1,Medium,Chennai,2023-11-09
R00409,Jehangir Hospital,O+,2,Medium,Lucknow,2024-01-17
R00410,Christian Medical College,B+,2,Medium,Jaipur,2023-06-17
R00411,Medanta,O+,6,Low,Bangalore,2023-08-12
R00412,Amrita Institute of Medical Sciences,A+,1,Medium,Kolkata,2024-11-23
R00413,Max Super Speciality,B+,5,High,Mumbai,2023-11-25
R00414,Deenanath Mangeshkar,A-,2,Medium,Surat,2023-01-22
R00415,Deenanath Mangeshkar,O-,2,Medium,Bangalore,2024-06-03
R00416,Fortis Healthcare,AB+,5,Low,Mumbai,2024-03-17
R00417,Apollo Hospital,B-,1,High,Lucknow,2024-04-27
R00418,Deenanath Mangeshkar,B+,2,Medium,Patna,2023-09-04
R00419,Sir Ganga Ram Hospital,B-,6,Medium,Chennai,2023-03-10
R00420,Wockhardt,A-,4,Medium,Bangalore,2023-07-12
R00421,Manipal Hospital,B+,2,Critical,Delhi,2024-07-29
R00422,Medanta,A-,1,High,Nagpur,2024-01-26
R00423,Wockhardt,B+,2,High,Chennai,2023-08-23
R00424,Narayana Health,O+,2,Low,Coimbatore,2024-03-03
R00425,KEM Hospital,AB-,2,Medium,Delhi,2024-02-10
R00426,Apollo Hospital,A+,1,Low,Ahmedabad,2024-10-14
R00427,Safdarjung Hospital,AB+,1,Critical,Kolkata,2023-08-17
R00428,Max Super Speciality,B+,2,Low,Pune,2024-06-03
R00429,Kokilaben Dhirubhai Ambani,B+,5,Medium,Mumbai,2023-02-18
R00430,Manipal Hospital,O+,2,Low,Lucknow,2024-11-18
R00431,Medanta,A+,2,Medium,Thane,2024-06-23
R00432,Deenanath Mangeshkar,B+,1,Low,Bangalore,2024-07-12
R00433,Sir Ganga Ram Hospital,A+,3,Medium,Bhopal,2024-07-31
R00434,Christian Medical College,O+,3,Medium,Delhi,2023-06-05
R00435,Lilavati Hospital,A-,1,Low,Udaipur,2023-01-07
R00436,Christian Medical College,O+,1,Critical,Kolkata,2023-10-11
R00437,Medanta,B+,3,High,Bangalore,2024-08-17
R00438,Sir Ganga Ram Hospital,B+,5,Low,Surat,2023-04-09
R00439,Medanta,A+,3,Low,Chennai,2024-12-16
R00440,Wockhardt,A+,2,High,Indore,2023-03-18
R00441,Safdarjung Hospital,B+,1,Low,Pune,2024-05-30
R00442,Jehangir Hospital,B+,1,High,Mumbai,2023-03-06
R00443,KEM Hospital,A+,2,Critical,Kolkata,2024-04-29
R00444,Rajiv Gandhi Government Hospital,B+,1,Low,Kolkata,2023-01-15
R00445,Apollo Hospital,B+,2,Critical,Surat,2023-03-14
R00446,AIIMS,B+,1,Medium,Jaipur,2024-07-03
R00447,Amrita Institute of Medical Sciences,AB+,3,High,Bangalore,2023-08-15
R00448,Safdarjung Hospital,A+,5,Low,Lucknow,2023-03-01
R00449,KEM Hospital,O+,1,High,Thane,2024-10-23
R00450,Jehangir Hospital,AB+,3,Medium,Hyderabad,2023-09-08
R00451,Fortis Healthcare,O-,2,Medium,Bangalore,2023-06-28
R00452,AIIMS,B+,2,Medium,Bhopal,2024-11-26
R00453,Lilavati Hospital,O+,6,Low,Surat,2023-06-13
R00454,Christian Medical College,B-,2,Medium,Ahmedabad,2023-03-08
R00455,Manipal Hospital,A-,3,Low,Udaipur,2023-03-21
R00456,Fortis Healthcare,B+,6,High,Bangalore,2023-06-12
R00457,Narayana Health,A-,2,High,Chennai,2024-04-02
R00458,Safdarjung Hospital,B+,2,Critical,Bangalore,2024-10-24
R00459,Deenanath Mangeshkar,O+,2,High,Ludhiana,2023-05-14
R00460,Amrita Institute of Medical Sciences,O-,5,Medium,Kanpur,2023-07-12
R00461,Safdarjung Hospital,O+,3,Medium,Lucknow,2024-02-22
R00462,AIIMS,O+,3,Medium,Chennai,2023-10-26
R00463,Ruby Hall Clinic,A+,5,High,Bangalore,2024-03-01
R00464,Jehangir Hospital,O+,4,Low,Bangalore,2024-01-16
R00465,Rajiv Gandhi Government Hospital,B+,2,Medium,Kolkata,2023-12-17
R00466,Amrita Institute of Medical Sciences,B+,2,High,Vadodara,2023-05-22
R00467,KEM Hospital,A+,5,High,Bangalore,2024-11-28
R00468,Medanta,B-,1,Medium,Bangalore,2024-08-02
R00469,Kokilaben Dhirubhai Ambani,A+,2,Critical,Rajkot,2023-05-14
R00470,Fortis Healthcare,O+,1,Low,Hyderabad,2024-05-23
R00471,Christian Medical College,A+,3,Low,Bhopal,2023-12-07
R00472,Lilavati Hospital,O+,2,High,Agra,2023-01-04
R00473,Lilavati Hospital,AB+,4,Medium,Indore,2023-01-03
R00474,Sir Ganga Ram Hospital,O-,2,Critical,Bhopal,2023-11-08
R00475,Apollo Hospital,AB+,2,High,Delhi,2024-07-16
R00476,Jehangir Hospital,A+,4,Critical,Hyderabad,2024-06-20
R00477,Rajiv Gandhi Government Hospital,B+,4,Medium,Bhopal,2023-01-04
R00478,AIIMS,O+,1,Medium,Delhi,2024-11-25
R00479,Christian Medical College,O+,2,High,Mumbai,2024-01-11
R00480,Wockhardt,O+,2,High,Mumbai,2024-02-18
R00481,Manipal Hospital,B+,3,Low,Chennai,2023-08-06
R00482,Apollo Hospital,O+,4,High,Surat,2024-11-16
R00483,Rajiv Gandhi Government Hospital,B+,1,Medium,Patna,2023-11-19
R00484,Fortis Healthcare,O+,3,Critical,Indore,2023-04-29
R00485,Max Super Speciality,B+,2,Low,Mumbai,2024-01-24
R00486,Sir Ganga Ram Hospital,A+,6,High,Surat,2023-12-18
R00487,Narayana Health,O+,2,High,Ahmedabad,2023-06-18
R00488,KEM Hospital,O+,1,High,Jaipur,2023-04-04
R00489,Amrita Institute of Medical Sciences,O+,6,High,Indore,2024-02-01
R00490,Ruby Hall Clinic,O+,4,High,Hyderabad,2023-09-27
R00491,Jehangir Hospital,O+,1,High,Delhi,2023-07-04
R00492,Narayana Health,B-,3,Medium,Patna,2024-10-06
R00493,Safdarjung Hospital,B+,3,Low,Chennai,2023-02-21
R00494,Deenanath Mangeshkar,O+,4,Medium,Nagpur,2024-06-10
R00495,Apollo Hospital,A+,1,Low,Mumbai,2024-10-16
R00496,Aster CMI,B+,1,Low,Nashik,2023-09-24
R00497,Deenanath Mangeshkar,O+,3,Low,Ahmedabad,2023-09-04
R00498,Sir Ganga Ram Hospital,O+,5,Medium,Delhi,2024-09-13
R00499,Medanta,A-,1,High,Surat,2023-03-13
R00500,Deenanath Mangeshkar,O+,3,Medium,Udaipur,2023-12-05
R00501,Ruby Hall Clinic,B+,2,Low,Ludhiana,2023-12-17
R00502,Fortis Healthcare,B+,2,High,Indore,2023-09-13
R00503,Sir Ganga Ram Hospital,B+,2,Critical,Chennai,2024-06-23
R00504,Narayana Health,A+,1,High,Surat,2023-02-23
R00505,Amrita Institute of Medical Sciences,O-,2,Medium,Chennai,2024-05-13
R00506,Manipal Hospital,A+,2,Medium,Surat,2023-05-12
R00507,Jehangir Hospital,B+,2,High,Kolkata,2024-08-26
R00508,Apollo Hospital,O-,4,High,Chennai,2023-05-16
R00509,Safdarjung Hospital,A+,3,Low,Bangalore,2023-06-17
R00510,KEM Hospital,A-,1,Low,Bangalore,2024-07-27
R00511,Lilavati Hospital,B-,3,High,Chennai,2023-05-04
R00512,KEM Hospital,B-,3,Medium,Bangalore,2024-03-12
R00513,KEM Hospital,A+,2,Medium,Jaipur,2024-05-05
R00514,Safdarjung Hospital,O-,3,High,Mumbai,2023-05-06
R00515,Narayana Health,O+,3,Medium,Mumbai,2024-09-30
R00516,Medanta,A+,2,Medium,Thane,2023-10-13
R00517,Rajiv Gandhi Government Hospital,A-,3,Critical,Ahmedabad,2023-06-04
R00518,Medanta,A+,2,High,Jaipur,2024-10-26
R00519,Amrita Institute of Medical Sciences,B+,1,Critical,Mumbai,2023-04-03
R00520,Deenanath Mangeshkar,O+,2,Low,Bangalore,2023-09-02
R00521,Jehangir Hospital,A+,2,Medium,Nashik,2023-11-18
R00522,Safdarjung Hospital,O+,3,High,Surat,2023-01-20
R00523,Wockhardt,B+,1,High,Kolkata,2024-04-25
R00524,Medanta,AB+,6,High,Lucknow,2024-09-07
R00525,Narayana Health,O+,4,Low,Nashik,2024-05-04
R00526,Rajiv Gandhi Government Hospital,A+,1,High,Bhopal,2024-05-05
R00527,Jehangir Hospital,O+,1,Low,Ahmedabad,2024-06-24
R00528,Sir Ganga Ram Hospital,O+,4,Critical,Thane,2024-02-06
R00529,Manipal Hospital,A+,2,Low,Mumbai,2024-02-24
R00530,Kokilaben Dhirubhai Ambani,A-,2,High,Kolkata,2024-09-16
R00531,Apollo Hospital,B-,4,High,Bhopal,2024-04-08
R00532,Kokilaben Dhirubhai Ambani,O-,6,Medium,Hyderabad,2023-09-12
R00533,Deenanath Mangeshkar,A+,2,Critical,Bangalore,2024-10-30
R00534,Medanta,A+,4,Medium,Pune,2023-03-20
R00535,Safdarjung Hospital,O+,1,Critical,Agra,2023-06-17
R00536,Wockhardt,A+,1,High,Surat,2023-01-20
R00537,KEM Hospital,AB+,2,High,Mumbai,2024-02-13
R00538,Medanta,O+,5,High,Mumbai,2024-09-07
R00539,Apollo Hospital,B+,5,Low,Thane,2023-11-04
R00540,Aster CMI,B+,2,High,Delhi,2024-04-12
R00541,Jehangir Hospital,B+,6,Critical,Thane,2024-06-13
R00542,Sir Ganga Ram Hospital,B+,4,High,Bhopal,2024-08-07
R00543,Narayana Health,B+,5,Critical,Bhopal,2024-09-22
R00544,Deenanath Mangeshkar,A+,2,High,Pune,2023-11-25
R00545,Medanta,O+,5,Low,Ahmedabad,2024-11-15
R00546,Jehangir Hospital,O+,2,Critical,Agra,2023-02-24
R00547,Rajiv Gandhi Government Hospital,A-,5,Medium,Mumbai,2024-10-13
R00548,Sir Ganga Ram Hospital,B+,2,Low,Lucknow,2023-05-24
R00549,Narayana Health,O+,2,Critical,Ahmedabad,2024-01-06
R00550,Safdarjung Hospital,O+,2,Low,Bhopal,2023-08-14
R00551,Narayana Health,A+,3,Critical,Chennai,2023-09-24
R00552,Amrita Institute of Medical Sciences,O+,1,Low,Jaipur,2024-06-09
R00553,Sir Ganga Ram Hospital,A+,4,Low,Agra,2023-11-04
R00554,Medanta,O+,2,Medium,Hyderabad,2023-09-26
R00555,Jehangir Hospital,A+,4,Medium,Bhopal,2024-06-29
R00556,Lilavati Hospital,O-,4,Low,Kolkata,2023-03-28
R00557,AIIMS,O+,1,Medium,Bangalore,2023-12-08
R00558,Amrita Institute of Medical Sciences,B+,1,Low,Indore,2023-10-07
R00559,Manipal Hospital,B+,3,Critical,Hyderabad,2024-07-02
R00560,Jehangir Hospital,O+,3,Critical,Hyderabad,2023-10-03
R00561,Jehangir Hospital,AB+,1,Medium,Mumbai,2024-11-08
R00562,Deenanath Mangeshkar,B+,1,High,Thane,2024-08-29
R00563,Max Super Speciality,O+,2,High,Hyderabad,2023-08-26
R00564,Kokilaben Dhirubhai Ambani,O-,2,Low,Hyderabad,2024-09-02
R00565,Kokilaben Dhirubhai Ambani,A+,3,Critical,Delhi,2023-11-25
R00566,Max Super Speciality,O+,3,Low,Rajkot,2023-08-04
R00567,Lilavati Hospital,B+,1,Low,Mumbai,2024-05-23
R00568,Lilavati Hospital,B-,4,Medium,Surat,2023-02-08
R00569,Amrita Institute of Medical Sciences,A+,1,High,Indore,2023-07-10
R00570,Wockhardt,B+,3,Low,Mumbai,2024-01-09
R00571,KEM Hospital,B+,2,Medium,Nagpur,2023-06-01
R00572,Safdarjung Hospital,B+,3,Low,Ahmedabad,2024-03-29
R00573,Christian Medical College,AB+,4,High,Bhopal,2024-09-08
R00574,Safdarjung Hospital,O+,2,High,Mumbai,2023-03-23
R00575,KEM Hospital,B+,5,Critical,Chennai,2023-07-11
R00576,KEM Hospital,B+,1,High,Visakhapatnam,2023-07-04
R00577,Safdarjung Hospital,O+,3,High,Delhi,2023-03-14
R00578,KEM Hospital,AB+,2,Medium,Hyderabad,2024-11-27
R00579,Narayana Health,O+,2,High,Lucknow,2024-04-06
R00580,Deenanath Mangeshkar,O+,1,High,Surat,2024-01-22
R00581,KEM Hospital,A+,2,Medium,Delhi,2024-07-01
R00582,Safdarjung Hospital,A+,5,Medium,Bhopal,2024-08-16
R00583,Manipal Hospital,B+,1,High,Mumbai,2024-11-09
R00584,Narayana Health,O+,1,Critical,Vadodara,2024-04-18
R00585,Kokilaben Dhirubhai Ambani,A+,2,Medium,Ahmedabad,2024-06-29
R00586,Kokilaben Dhirubhai Ambani,A+,4,Medium,Jaipur,2023-11-02
R00587,Max Super Speciality,B+,3,Critical,Mumbai,2024-10-12
R00588,Apollo Hospital,AB+,1,High,Pune,2024-11-19
R00589,Medanta,O+,3,Low,Indore,2024-05-15
R00590,Kokilaben Dhirubhai Ambani,B+,5,Low,Mumbai,2024-10-07
R00591,Jehangir Hospital,AB+,3,High,Mumbai,2024-02-06
R00592,Christian Medical College,A+,1,High,Mumbai,2024-12-12
R00593,Apollo Hospital,B+,2,Critical,Hyderabad,2024-12-18
R00594,Apollo Hospital,O+,3,Critical,Surat,2023-07-17
R00595,Lilavati Hospital,AB+,1,High,Ahmedabad,2024-06-21
R00596,Rajiv Gandhi Government Hospital,O+,2,Low,Rajkot,2023-03-02
R00597,Kokilaben Dhirubhai Ambani,B+,1,Critical,Ahmedabad,2024-12-13
R00598,Safdarjung Hospital,O+,4,High,Ahmedabad,2023-06-01
R00599,Narayana Health,A+,2,Medium,Ahmedabad,2023-05-14
R00600,Ruby Hall Clinic,B+,1,High,Rajkot,2023-02-09
R00601,Rajiv Gandhi Government Hospital,O-,5,Medium,Chennai,2023-08-31
R00602,Max Super Speciality,A+,2,Critical,Vadodara,2023-09-19
R00603,KEM Hospital,O+,3,Medium,Chennai,2023-01-27
R00604,Max Super Speciality,O+,3,Medium,Bhopal,2023-02-17
R00605,Deenanath Mangeshkar,O+,3,Medium,Nagpur,2023-10-05
R00606,Deenanath Mangeshkar,B-,4,High,Nagpur,2024-01-15
R00607,Ruby Hall Clinic,A+,3,Low,Mumbai,2023-08-19
R00608,Rajiv Gandhi Government Hospital,AB+,5,Low,Hyderabad,2023-10-14
R00609,Amrita Institute of Medical Sciences,A+,3,Medium,Bhopal,2024-08-20
R00610,KEM Hospital,O+,2,Medium,Lucknow,2024-05-09
R00611,Safdarjung Hospital,A+,1,High,Ahmedabad,2023-02-14
R00612,Apollo Hospital,A-,2,Low,Bangalore,2023-08-06
R00613,Apollo Hospital,O+,1,High,Delhi,2023-02-03
R00614,Deenanath Mangeshkar,B+,2,Low,Indore,2023-09-26
R00615,AIIMS,B+,5,High,Indore,2023-10-25
R00616,Manipal Hospital,A+,4,Medium,Delhi,2024-04-27
R00617,KEM Hospital,O+,1,Medium,Mumbai,2023-12-24
R00618,Lilavati Hospital,O-,4,Medium,Coimbatore,2023-08-19
R00619,Safdarjung Hospital,O+,5,Low,Agra,2023-09-22
R00620,KEM Hospital,AB+,3,Low,Lucknow,2024-07-02
R00621,KEM Hospital,A+,1,High,Mumbai,2024-01-12
R00622,Deenanath Mangeshkar,A+,5,Critical,Vadodara,2023-11-23
R00623,Ruby Hall Clinic,B+,2,Critical,Mumbai,2024-12-20
R00624,Deenanath Mangeshkar,A+,6,Low,Kolkata,2024-11-06
R00625,AIIMS,O+,2,Low,Rajkot,2023-05-12
R00626,Max Super Speciality,O+,1,Medium,Kolkata,2024-04-07
R00627,KEM Hospital,B+,3,High,Mumbai,2024-02-25
R00628,Narayana Health,O+,2,High,Udaipur,2023-04-14
R00629,Safdarjung Hospital,O+,3,High,Patna,2024-03-13
R00630,Medanta,O-,2,High,Chennai,2023-12-18
R00631,Rajiv Gandhi Government Hospital,B-,3,Low,Ahmedabad,2024-08-06
R00632,AIIMS,O+,2,Low,Bangalore,2024-01-18
R00633,Lilavati Hospital,O+,3,Medium,Mumbai,2024-11-15
R00634,Amrita Institute of Medical Sciences,A-,2,Medium,Mumbai,2023-01-18
R00635,AIIMS,B+,2,Low,Mumbai,2024-10-23
R00636,Lilavati Hospital,AB+,1,Critical,Mumbai,2024-01-25
R00637,Aster CMI,O+,3,High,Hyderabad,2023-06-04
R00638,Amrita Institute of Medical Sciences,B+,6,High,Kanpur,2024-10-19
R00639,KEM Hospital,O+,4,Critical,Surat,2023-08-24
R00640,Christian Medical College,O+,3,Low,Delhi,2024-11-30
R00641,KEM Hospital,B+,1,Medium,Indore,2024-07-14
R00642,Sir Ganga Ram Hospital,B+,1,Low,Nagpur,2024-11-08
R00643,KEM Hospital,B+,1,Low,Pune,2023-03-27
R00644,Lilavati Hospital,B-,2,Medium,Bangalore,2024-02-22
R00645,Deenanath Mangeshkar,O+,3,Low,Surat,2024-05-25
R00646,Manipal Hospital,A+,2,Medium,Coimbatore,2024-05-13
R00647,Manipal Hospital,B+,1,Medium,Mumbai,2024-02-01
R00648,Jehangir Hospital,A+,2,High,Nagpur,2024-09-24
R00649,KEM Hospital,A+,1,High,Jaipur,2024-02-05
R00650,Medanta,AB+,3,High,Kolkata,2024-10-15
R00651,Christian Medical College,A+,1,High,Chennai,2024-12-27
R00652,Manipal Hospital,O+,2,Low,Bangalore,2024-01-22
R00653,Aster CMI,O+,2,Critical,Bangalore,2023-07-11
R00654,Ruby Hall Clinic,O+,6,High,Indore,2024-04-21
R00655,Deenanath Mangeshkar,O+,6,Medium,Mumbai,2024-09-29
R00656,Aster CMI,O-,3,Low,Bangalore,2024-03-11
R00657,Ruby Hall Clinic,B+,2,High,Delhi,2024-09-17
R00658,AIIMS,B+,2,Critical,Indore,2023-07-02
R00659,Manipal Hospital,B+,3,High,Mumbai,2024-11-03
R00660,Aster CMI,B+,1,Critical,Bangalore,2024-12-29
R00661,Aster CMI,B+,3,Low,Thane,2024-11-30
R00662,Deenanath Mangeshkar,B+,2,Critical,Kolkata,2024-07-01
R00663,Deenanath Mangeshkar,A+,2,Medium,Pune,2023-07-03
R00664,Narayana Health,A+,2,Medium,Indore,2024-09-13
R00665,Wockhardt,A+,1,Low,Patna,2023-09-20
R00666,Ruby Hall Clinic,B-,5,Medium,Thane,2023-05-02
R00667,Max Super Speciality,O+,2,Medium,Vadodara,2023-11-13
R00668,Max Super Speciality,B+,1,Medium,Hyderabad,2023-09-26
R00669,Narayana Health,A+,3,Medium,Lucknow,2023-04-13
R00670,AIIMS,AB+,3,Low,Bangalore,2024-11-27
R00671,KEM Hospital,AB-,2,Medium,Kolkata,2023-11-17
R00672,Manipal Hospital,A+,2,Critical,Vadodara,2023-04-12
R00673,Max Super Speciality,O-,5,High,Vadodara,2024-12-15
R00674,Apollo Hospital,B+,4,Critical,Kolkata,2024-09-08
R00675,Kokilaben Dhirubhai Ambani,A-,1,Medium,Chennai,2024-08-06
R00676,Amrita Institute of Medical Sciences,A+,3,High,Lucknow,2024-07-04
R00677,Max Super Speciality,O+,3,Medium,Lucknow,2023-09-25
R00678,Manipal Hospital,O+,3,High,Hyderabad,2023-02-03
R00679,Aster CMI,B+,3,Low,Chennai,2024-03-01
R00680,Safdarjung Hospital,O+,5,High,Kolkata,2023-09-01
R00681,Safdarjung Hospital,B+,1,Medium,Delhi,2023-01-14
R00682,Safdarjung Hospital,O+,2,Critical,Mumbai,2024-06-22
R00683,Deenanath Mangeshkar,A+,2,Medium,Bangalore,2023-07-19
R00684,Medanta,B+,4,Medium,Ahmedabad,2024-05-05
R00685,Apollo Hospital,A+,2,Critical,Lucknow,2023-07-15
R00686,Christian Medical College,A+,3,Low,Patna,2024-03-10
R00687,Ruby Hall Clinic,O+,5,High,Delhi,2024-04-23
R00688,AIIMS,A-,6,Low,Mumbai,2023-12-23
R00689,Manipal Hospital,A+,2,Critical,Mumbai,2024-11-26
R00690,Amrita Institute of Medical Sciences,O+,2,Low,Surat,2024-12-12
R00691,Aster CMI,B-,2,Low,Delhi,2023-08-10
R00692,Sir Ganga Ram Hospital,A+,3,Medium,Hyderabad,2024-02-04
R00693,Kokilaben Dhirubhai Ambani,B-,3,High,Lucknow,2024-10-22
R00694,Lilavati Hospital,AB+,2,Low,Mumbai,2023-08-24
R00695,KEM Hospital,B+,3,High,Kolkata,2023-06-02
R00696,Max Super Speciality,AB-,5,Critical,Lucknow,2024-09-15
R00697,Rajiv Gandhi Government Hospital,B+,2,Critical,Jaipur,2024-07-22
R00698,Kokilaben Dhirubhai Ambani,AB+,3,Medium,Lucknow,2023-03-30
R00699,Amrita Institute of Medical Sciences,O-,2,High,Indore,2024-11-23
R00700,Fortis Healthcare,AB+,1,Medium,Pune,2023-06-10
R00701,Max Super Speciality,AB+,2,Low,Ludhiana,2024-12-07
R00702,Safdarjung Hospital,A+,6,Low,Ludhiana,2023-03-14
R00703,Aster CMI,A+,4,High,Chennai,2023-10-14
R00704,Fortis Healthcare,A-,4,Medium,Nagpur,2023-09-21
R00705,Ruby Hall Clinic,A+,2,Medium,Delhi,2024-06-13
R00706,Medanta,O+,6,Low,Mumbai,2024-11-03
R00707,Deenanath Mangeshkar,O+,4,Critical,Pune,2023-12-31
R00708,Aster CMI,A-,2,Medium,Agra,2023-08-04
R00709,Wockhardt,AB+,6,Low,Surat,2023-12-05
R00710,KEM Hospital,O+,1,Medium,Indore,2024-03-07
R00711,Apollo Hospital,O+,1,Medium,Bangalore,2023-01-14
R00712,Ruby Hall Clinic,A+,4,High,Pune,2023-08-05
R00713,Narayana Health,AB+,4,Medium,Delhi,2024-11-30
R00714,Max Super Speciality,O-,3,Critical,Mumbai,2023-12-20
R00715,Narayana Health,B+,3,Medium,Agra,2023-05-23
R00716,Rajiv Gandhi Government Hospital,O+,5,Low,Mumbai,2024-04-29
R00717,Ruby Hall Clinic,B+,1,Low,Kolkata,2024-04-14
R00718,Aster CMI,O+,2,Medium,Mumbai,2023-08-06
R00719,Fortis Healthcare,O+,1,Medium,Jaipur,2023-04-07
R00720,Narayana Health,A-,3,Medium,Ahmedabad,2024-04-16
R00721,Fortis Healthcare,O+,3,High,Kolkata,2023-05-18
R00722,Rajiv Gandhi Government Hospital,O+,5,Medium,Mumbai,2024-07-31
R00723,Safdarjung Hospital,O+,4,Medium,Bangalore,2024-03-19
R00724,Wockhardt,O+,6,High,Ludhiana,2024-01-23
R00725,Jehangir Hospital,A+,3,Low,Hyderabad,2024-06-05
R00726,Ruby Hall Clinic,B+,2,Low,Vadodara,2024-03-12
R00727,Narayana Health,A+,5,Medium,Kolkata,2024-02-15
R00728,Medanta,A+,2,High,Mumbai,2023-02-25
R00729,Lilavati Hospital,B+,2,Medium,Lucknow,2023-09-13
R00730,KEM Hospital,B-,2,Medium,Hyderabad,2024-10-12
R00731,Narayana Health,A+,2,High,Bangalore,2024-12-16
R00732,Rajiv Gandhi Government Hospital,A+,1,Medium,Nagpur,2023-07-20
R00733,KEM Hospital,A+,1,High,Hyderabad,2023-03-09
R00734,Wockhardt,B-,3,High,Delhi,2024-03-27
R00735,KEM Hospital,A+,5,Medium,Pune,2024-08-11
R00736,Narayana Health,O+,1,Medium,Bangalore,2023-06-05
R00737,AIIMS,O-,1,Critical,Chennai,2024-04-18
R00738,Deenanath Mangeshkar,O+,2,Low,Mumbai,2024-03-28
R00739,Amrita Institute of Medical Sciences,O+,6,Low,Ahmedabad,2024-07-12
R00740,Max Super Speciality,AB+,6,High,Kolkata,2024-03-25
R00741,Kokilaben Dhirubhai Ambani,O+,6,High,Ahmedabad,2024-04-26
R00742,KEM Hospital,O+,2,High,Lucknow,2024-02-04
R00743,AIIMS,A+,3,Medium,Kolkata,2024-10-09
R00744,Aster CMI,B+,2,Critical,Kolkata,2023-11-11
R00745,Jehangir Hospital,A+,3,High,Bangalore,2024-09-25
R00746,Fortis Healthcare,O+,3,Critical,Mumbai,2024-07-31
R00747,Jehangir Hospital,O+,1,High,Hyderabad,2023-05-18
R00748,Safdarjung Hospital,A-,4,High,Visakhapatnam,2023-05-24
R00749,Jehangir Hospital,B+,3,High,Hyderabad,2024-03-28
R00750,Jehangir Hospital,A+,2,High,Patna,2023-06-24
R00751,Max Super Speciality,A+,4,Medium,Kolkata,2023-08-03
R00752,Max Super Speciality,B-,1,High,Bangalore,2023-11-11
R00753,Medanta,A+,1,Low,Nagpur,2024-08-19
R00754,Narayana Health,A+,2,Low,Surat,2023-07-05
R00755,Medanta,A+,4,Medium,Mumbai,2024-01-28
R00756,Amrita Institute of Medical Sciences,B+,1,Low,Indore,2023-10-17
R00757,Manipal Hospital,B+,1,Medium,Delhi,2023-02-26
R00758,KEM Hospital,O-,3,Critical,Lucknow,2023-05-13
R00759,Ruby Hall Clinic,O+,1,High,Ahmedabad,2024-05-11
R00760,Apollo Hospital,A-,1,Low,Delhi,2024-03-01
R00761,Lilavati Hospital,B+,3,High,Vadodara,2023-08-02
R00762,Christian Medical College,B+,4,Medium,Mumbai,2023-07-03
R00763,Manipal Hospital,O+,1,Medium,Kolkata,2023-12-05
R00764,Lilavati Hospital,A-,5,Low,Patna,2024-10-17
R00765,Ruby Hall Clinic,A+,5,High,Mumbai,2023-07-22
R00766,Narayana Health,O+,2,High,Bangalore,2024-11-05
R00767,Lilavati Hospital,O+,2,Medium,Mumbai,2023-05-26
R00768,Aster CMI,A+,5,Low,Delhi,2023-02-06
R00769,Ruby Hall Clinic,O+,5,Low,Thane,2023-02-16
R00770,Kokilaben Dhirubhai Ambani,AB+,2,Medium,Udaipur,2023-01-05
R00771,Medanta,B+,1,Critical,Jaipur,2024-10-11
R00772,Safdarjung Hospital,O+,4,Low,Kolkata,2024-03-04
R00773,Wockhardt,A+,2,Medium,Surat,2024-01-10
R00774,Safdarjung Hospital,A+,2,High,Jaipur,2023-06-07
R00775,Ruby Hall Clinic,B+,3,Critical,Pune,2024-06-26
R00776,Sir Ganga Ram Hospital,O+,4,Low,Patna,2024-05-15
R00777,Manipal Hospital,A+,2,High,Agra,2024-09-30
R00778,Kokilaben Dhirubhai Ambani,A-,2,Low,Pune,2023-11-08
R00779,Apollo Hospital,B+,2,Medium,Mumbai,2023-11-19
R00780,Amrita Institute of Medical Sciences,O+,4,Medium,Ahmedabad,2024-06-12
R00781,Safdarjung Hospital,AB+,5,Low,Nagpur,2023-11-27
R00782,Manipal Hospital,O+,1,High,Kolkata,2024-12-29
R00783,Fortis Healthcare,A+,2,Medium,Delhi,2023-01-19
R00784,Christian Medical College,O+,2,Low,Pune,2024-03-15
R00785,Aster CMI,A+,3,Medium,Nagpur,2023-09-05
R00786,Manipal Hospital,A+,4,Low,Thane,2023-11-05
R00787,Manipal Hospital,B+,1,Medium,Delhi,2023-05-17
R00788,Kokilaben Dhirubhai Ambani,O+,1,Medium,Surat,2023-05-04
R00789,Manipal Hospital,O+,1,Medium,Lucknow,2023-11-02
R00790,Manipal Hospital,A-,1,Critical,Delhi,2023-01-23
R00791,Sir Ganga Ram Hospital,A+,1,Medium,Kanpur,2023-04-09
R00792,Medanta,B-,2,High,Jaipur,2024-11-19
