request_id,hospital_name,blood_group,units_required,urgency_level,city,request_date
R00389,Safdarjung Hospital,A+,8,Medium,Nashik,2023-07-01
R00390,AIIMS Hospital,O+,6,Low,Chennai,2024-07-10
R00391,Civil Hospital,A+,3,High,Guwahati,2024-11-28
R00392,Apollo Hospitals,O+,8,Critical,Chandigarh,2023-11-23
R00393,Lilavati Hospital,AB+,1,Low,Amritsar,2024-02-23
R00394,Sassoon General Hospital,B+,3,Critical,Bhopal,2023-01-30
R00395,Sassoon General Hospital,B+,9,Medium,Ranchi,2023-12-13
R00396,District Hospital,O-,6,Medium,Aligarh,2023-08-23
R00397,KEM Hospital,O+,1,Critical,Mumbai,2024-08-09
R00398,Amrita Institute of Medical Sciences,O+,9,High,Agra,2024-04-05
R00399,Amrita Institute of Medical Sciences,B+,7,Critical,Srinagar,2023-01-24
R00400,Kokilaben Dhirubhai Ambani Hospital,A+,1,Medium,Chennai,2024-05-19
R00401,KEM Hospital,O-,1,Critical,Hyderabad,2024-12-20
R00402,Sassoon General Hospital,A+,5,Medium,Mumbai,2024-08-25
R00403,Kokilaben Dhirubhai Ambani Hospital,B+,4,Critical,Thane,2024-07-11
R00404,KEM Hospital,A-,8,Medium,Gwalior,2024-10-13
R00405,Civil Hospital,B+,2,Low,Jodhpur,2024-03-14
R00406,Lilavati Hospital,B+,6,Medium,Mysore,2024-02-17
R00407,Medanta - The Medicity,O+,8,Low,Vijayawada,2024-11-28
R00408,Fortis Healthcare,O-,1,High,Solapur,2023-05-02
R00409,District Hospital,B+,3,High,Faridabad,2024-04-09
R00410,KEM Hospital,A+,1,Critical,Nashik,2024-05-04
R00411,ESI Hospital,O+,7,High,Tiruchirappalli,2024-12-17
R00412,Max Super Speciality Hospital,B+,1,Critical,Pune,2023-03-04
R00413,District Hospital,O-,9,Low,Amritsar,2024-02-17
R00414,Ram Manohar Lohia Hospital,A+,8,Medium,Pune,2024-05-23
R00415,Narayana Health,A+,3,Medium,Nagpur,2023-08-30
R00416,Safdarjung Hospital,O+,4,Medium,Hyderabad,2024-02-19
R00417,Columbia Asia Hospital,O+,9,Critical,Pimpri,2024-06-14
R00418,Amrita Institute of Medical Sciences,B+,10,High,Madurai,2023-05-31
R00419,Sassoon General Hospital,A-,6,Medium,Patna,2023-01-16
R00420,Ram Manohar Lohia Hospital,B+,5,High,Bhopal,2024-01-09
R00421,Safdarjung Hospital,B+,5,Medium,Pimpri,2023-01-03
R00422,Christian Medical College,A+,1,Critical,Bhopal,2024-01-21
R00423,Narayana Health,O+,1,Medium,Bareilly,2024-07-07
R00424,Columbia Asia Hospital,A+,3,Medium,Amritsar,2023-05-28
R00425,Kokilaben Dhirubhai Ambani Hospital,B+,2,Medium,Meerut,2023-03-28
R00426,Civil Hospital,O+,10,High,Delhi,2024-11-05
R00427,Sir Gangaram Hospital,A+,1,Critical,Hubballi,2023-06-25
R00428,Lilavati Hospital,O+,5,High,Srinagar,2023-07-04
R00429,Fortis Healthcare,O+,3,Medium,Bhopal,2023-08-18
R00430,Medanta - The Medicity,A+,7,High,Jabalpur,2024-10-06
R00431,Kokilaben Dhirubhai Ambani Hospital,O+,8,Medium,Solapur,2023-12-24
R00432,Sir Gangaram Hospital,B+,10,Critical,Madurai,2023-12-02
R00433,Fortis Healthcare,O+,6,Medium,Coimbatore,2024-11-21
R00434,Government General Hospital,O+,5,High,Faridabad,2023-06-13
R00435,Bombay Hospital,O+,10,Critical,Coimbatore,2023-03-30
R00436,Fortis Healthcare,B+,5,Low,Dhanbad,2024-02-07
R00437,Columbia Asia Hospital,A-,1,Medium,Gwalior,2024-11-26
R00438,Civil Hospital,A-,6,High,Lucknow,2024-11-06
R00439,Government General Hospital,O+,6,Medium,Solapur,2024-01-10
R00440,Ram Manohar Lohia Hospital,O+,3,Medium,Howrah,2023-01-16
R00441,Hinduja Hospital,A+,4,Medium,Vijayawada,2023-12-10
R00442,KEM Hospital,A+,4,High,Jodhpur,2024-07-06
R00443,Max Super Speciality Hospital,O+,6,Low,Faridabad,2024-04-03
R00444,Fortis Healthcare,B+,8,Medium,Aurangabad,2023-04-18
R00445,Fortis Healthcare,A-,9,Medium,Hyderabad,2024-12-04
R00446,Lilavati Hospital,A+,9,Critical,Raipur,2023-09-29
R00447,Max Super Speciality Hospital,B+,5,High,Aligarh,2024-02-19
R00448,ESI Hospital,O-,8,Medium,Dhanbad,2024-08-06
R00449,KEM Hospital,O-,8,Low,Indore,2023-06-03
R00450,Civil Hospital,B+,10,Medium,Faridabad,2023-03-16
R00451,Christian Medical College,O-,4,High,Vijayawada,2024-06-19
R00452,Sir Gangaram Hospital,B+,4,Critical,Howrah,2024-10-28
R00453,Max Super Speciality Hospital,O+,3,Medium,Jabalpur,2023-06-28
R00454,Manipal Hospitals,A+,5,High,Thane,2023-03-16
R00455,Apollo Hospitals,O+,8,Medium,Coimbatore,2024-08-07
R00456,Primary Health Centre,B+,8,Medium,Aurangabad,2023-05-23
R00457,Bombay Hospital,A+,9,Medium,Jabalpur,2023-12-02
R00458,Fortis Healthcare,O+,1,Low,Hyderabad,2024-08-04
R00459,Fortis Healthcare,A+,4,Medium,Thane,2024-02-12
R00460,Government General Hospital,O-,6,Low,Lucknow,2024-04-12
R00461,KEM Hospital,A+,5,Medium,Mysore,2024-08-31
R00462,Amrita Institute of Medical Sciences,A+,4,Medium,Thane,2023-02-10
R00463,Civil Hospital,O+,3,Medium,Ludhiana,2024-07-24
R00464,Ram Manohar Lohia Hospital,AB+,2,Low,Coimbatore,2024-08-27
R00465,District Hospital,B+,9,High,Nashik,2024-07-01
R00466,Safdarjung Hospital,A+,10,Medium,Surat,2024-11-29
R00467,Hinduja Hospital,AB+,3,Critical,Hyderabad,2023-10-02
R00468,Breach Candy Hospital,B+,4,Critical,Solapur,2023-08-29
R00469,ESI Hospital,B+,1,High,Meerut,2024-03-16
R00470,Bombay Hospital,AB-,1,High,Delhi,2024-09-30
R00471,Safdarjung Hospital,O+,10,Medium,Vijayawada,2024-09-15
R00472,Civil Hospital,O-,9,Medium,Patna,2024-07-08
R00473,Safdarjung Hospital,O+,4,High,Faridabad,2023-10-23
R00474,Manipal Hospitals,B+,10,Medium,Ahmedabad,2024-07-13
R00475,Columbia Asia Hospital,B+,4,Low,Kolkata,2023-01-17
R00476,Manipal Hospitals,B+,6,Medium,Vadodara,2023-06-12
R00477,Breach Candy Hospital,A-,2,Critical,Indore,2023-05-10
R00478,Civil Hospital,B+,6,Medium,Madurai,2023-02-08
R00479,AIIMS Hospital,O+,7,Critical,Kolkata,2023-12-05
R00480,Fortis Healthcare,O+,1,High,Kanpur,2023-02-04
R00481,Max Super Speciality Hospital,AB-,8,Medium,Raipur,2024-09-11
R00482,KEM Hospital,AB+,6,Low,Pune,2024-12-09
R00483,Apollo Hospitals,B+,9,Medium,Solapur,2023-08-24
R00484,Christian Medical College,O+,4,Medium,Dhanbad,2024-11-09
R00485,Christian Medical College,O+,2,Medium,Bhopal,2024-07-09
R00486,KEM Hospital,O+,9,Medium,Ahmedabad,2024-03-19
R00487,Primary Health Centre,A+,8,Low,Indore,2024-09-04
R00488,Apollo Hospitals,O+,2,Critical,Bareilly,2024-12-09
R00489,Medanta - The Medicity,O+,8,High,Vadodara,2023-09-14
R00490,KEM Hospital,A+,8,Critical,Srinagar,2024-06-03
R00491,Lilavati Hospital,A+,5,High,Kolkata,2023-10-26
R00492,Columbia Asia Hospital,O+,7,High,Dhanbad,2024-10-25
R00493,Amrita Institute of Medical Sciences,AB+,7,High,Hyderabad,2023-05-14
R00494,KEM Hospital,O+,4,Low,Jabalpur,2023-11-02
R00495,Bombay Hospital,A+,6,Medium,Bangalore,2024-09-12
R00496,Bombay Hospital,A+,10,Medium,Surat,2023-12-12
R00497,Government General Hospital,A+,6,Medium,Vijayawada,2024-09-16
R00498,Lilavati Hospital,B+,6,Low,Varanasi,2024-06-08
R00499,Apollo Hospitals,B-,9,Medium,Pimpri,2024-07-20
R00500,Apollo Hospitals,O+,2,Critical,Solapur,2024-10-06
R00501,Sir Gangaram Hospital,O+,10,High,Lucknow,2023-03-09
R00502,Civil Hospital,O-,8,Low,Jabalpur,2024-10-24
R00503,Hinduja Hospital,A+,8,Medium,Madurai,2023-03-28
R00504,Ram Manohar Lohia Hospital,A+,1,Critical,Coimbatore,2023-10-18
R00505,KEM Hospital,A+,2,High,Chandigarh,2023-12-22
R00506,Sir Gangaram Hospital,AB+,4,Low,Nagpur,2024-04-07
R00507,Fortis Healthcare,A-,5,Low,Nashik,2024-10-03
R00508,Narayana Health,O+,5,High,Guwahati,2024-07-12
R00509,Narayana Health,A+,6,Low,Jaipur,2024-06-03
R00510,ESI Hospital,A+,7,Medium,Hyderabad,2024-04-13
R00511,Government General Hospital,B+,1,Medium,Guwahati,2023-02-06
R00512,Sassoon General Hospital,B+,7,High,Madurai,2024-12-12
R00513,Lilavati Hospital,O+,6,Low,Aligarh,2024-11-01
R00514,Christian Medical College,O+,5,Medium,Amritsar,2024-03-27
R00515,Max Super Speciality Hospital,A+,6,High,Bangalore,2023-04-04
R00516,Ram Manohar Lohia Hospital,O+,8,High,Jabalpur,2024-01-01
R00517,Safdarjung Hospital,AB+,6,High,Visakhapatnam,2023-07-03
R00518,Sir Gangaram Hospital,B+,5,High,Bhopal,2023-08-29
R00519,Breach Candy Hospital,A+,6,High,Jodhpur,2024-07-11
R00520,Manipal Hospitals,O+,9,Medium,Delhi,2024-02-16
R00521,Christian Medical College,A+,1,Critical,Chennai,2024-04-03
R00522,Civil Hospital,A-,3,Low,Ranchi,2024-02-04
R00523,Christian Medical College,A+,3,High,Nagpur,2024-05-04
R00524,Hinduja Hospital,B-,9,Medium,Kanpur,2023-07-20
R00525,Fortis Healthcare,O+,3,Medium,Patna,2024-07-06
R00526,Primary Health Centre,O+,6,High,Agra,2024-11-03
R00527,District Hospital,O+,9,Critical,Madurai,2023-07-11
R00528,Sir Gangaram Hospital,O-,10,Medium,Ahmedabad,2023-01-27
R00529,Safdarjung Hospital,O+,5,Low,Chandigarh,2024-09-22
R00530,Columbia Asia Hospital,B+,10,Critical,Hyderabad,2024-04-07
R00531,Medanta - The Medicity,AB+,9,High,Pune,2023-10-09
R00532,Amrita Institute of Medical Sciences,B+,9,Low,Bareilly,2024-01-25
R00533,Fortis Healthcare,AB+,6,Low,Agra,2023-03-21
R00534,Amrita Institute of Medical Sciences,AB+,8,Medium,Pimpri,2024-09-20
R00535,Medanta - The Medicity,O+,9,Medium,Kolkata,2023-03-07
R00536,KEM Hospital,A+,9,High,Aligarh,2024-10-04
R00537,KEM Hospital,O+,8,High,Hyderabad,2024-11-10
R00538,AIIMS Hospital,A+,4,High,Raipur,2024-04-17
R00539,Sassoon General Hospital,A+,8,High,Solapur,2024-05-21
R00540,Primary Health Centre,B-,2,Medium,Kanpur,2024-09-17
R00541,Amrita Institute of Medical Sciences,AB+,3,High,Bareilly,2024-06-28
R00542,ESI Hospital,A+,9,Critical,Gwalior,2024-05-19
R00543,ESI Hospital,B+,10,Medium,Delhi,2024-01-29
R00544,Narayana Health,AB+,4,Critical,Bangalore,2024-07-08
R00545,Government General Hospital,A+,2,Medium,Solapur,2023-06-03
R00546,Bombay Hospital,O+,3,High,Ludhiana,2024-09-30
R00547,Government General Hospital,A+,7,Critical,Jodhpur,2024-08-11
R00548,Hinduja Hospital,O+,9,High,Nagpur,2024-03-22
R00549,Christian Medical College,B+,7,Critical,Bareilly,2024-06-01
R00550,Kokilaben Dhirubhai Ambani Hospital,B+,8,High,Indore,2024-05-24
R00551,Fortis Healthcare,O+,3,Critical,Dhanbad,2023-06-07
R00552,Bombay Hospital,O+,7,High,Pimpri,2023-05-13
R00553,Amrita Institute of Medical Sciences,O+,1,Critical,Nagpur,2023-11-24
R00554,Ram Manohar Lohia Hospital,A+,6,Critical,Indore,2024-06-12
R00555,Max Super Speciality Hospital,A+,3,Medium,Raipur,2024-08-13
R00556,Kokilaben Dhirubhai Ambani Hospital,AB+,2,Medium,Madurai,2023-07-20
R00557,Primary Health Centre,B+,4,Critical,Meerut,2024-05-20
R00558,Columbia Asia Hospital,O+,9,High,Gwalior,2023-02-09
R00559,Hinduja Hospital,B+,6,Critical,Varanasi,2024-10-20
R00560,Lilavati Hospital,B+,9,Medium,Nashik,2024-06-28
R00561,Fortis Healthcare,B-,8,Medium,Pune,2023-11-22
R00562,Apollo Hospitals,O+,5,Critical,Bareilly,2024-11-28
R00563,Primary Health Centre,A-,8,Low,Surat,2024-06-20
R00564,Narayana Health,O+,2,Low,Meerut,2023-01-01
R00565,Kokilaben Dhirubhai Ambani Hospital,AB+,8,High,Coimbatore,2024-02-13
R00566,Max Super Speciality Hospital,O+,1,Critical,Faridabad,2024-10-20
R00567,Max Super Speciality Hospital,B-,3,Critical,Mysore,2023-07-10
R00568,Kokilaben Dhirubhai Ambani Hospital,O+,7,Medium,Kota,2024-11-29
R00569,Kokilaben Dhirubhai Ambani Hospital,A+,4,High,Lucknow,2024-10-02
R00570,Safdarjung Hospital,O+,7,Critical,Vadodara,2023-09-01
R00571,Narayana Health,B-,1,Low,Surat,2024-01-13
R00572,Columbia Asia Hospital,B+,7,Medium,Aligarh,2023-02-23
R00573,Medanta - The Medicity,A+,3,Medium,Ludhiana,2024-12-13
R00574,Sir Gangaram Hospital,O+,2,Medium,Srinagar,2023-10-03
R00575,Manipal Hospitals,A+,9,Medium,Srinagar,2023-01-31
R00576,Kokilaben Dhirubhai Ambani Hospital,A+,2,Critical,Varanasi,2024-11-10
R00577,Amrita Institute of Medical Sciences,A+,3,Medium,Ranchi,2024-01-05
R00578,Breach Candy Hospital,A+,3,Medium,Hyderabad,2024-02-04
R00579,Hinduja Hospital,O+,4,Critical,Coimbatore,2024-01-26
R00580,AIIMS Hospital,A-,7,High,Vadodara,2024-09-26
R00581,Max Super Speciality Hospital,A+,7,High,Kolkata,2023-12-06
R00582,Manipal Hospitals,B+,9,Low,Kolkata,2024-12-03
R00583,Civil Hospital,B+,10,Low,Visakhapatnam,2024-04-12
R00584,Narayana Health,B+,8,Medium,Patna,2024-08-05
R00585,Government General Hospital,B+,6,Low,Mysore,2023-02-09
R00586,Kokilaben Dhirubhai Ambani Hospital,B+,6,High,Visakhapatnam,2023-02-01
R00587,Bombay Hospital,B+,5,High,Mysore,2024-11-20
R00588,Safdarjung Hospital,O+,2,High,Bangalore,2023-05-08
R00589,Medanta - The Medicity,A+,6,Medium,Hubballi,2023-06-21
R00590,Amrita Institute of Medical Sciences,O+,6,Low,Howrah,2023-10-14
R00591,Government General Hospital,A-,5,High,Hyderabad,2024-07-08
R00592,Bombay Hospital,O+,6,High,Nashik,2023-06-30
R00593,Manipal Hospitals,B+,5,Medium,Pimpri,2023-12-17
R00594,Ram Manohar Lohia Hospital,B+,4,Medium,Howrah,2024-01-19
R00595,Sir Gangaram Hospital,AB-,3,High,Aurangabad,2023-10-02
R00596,Medanta - The Medicity,O+,1,Low,Chandigarh,2023-09-15
R00597,Medanta - The Medicity,B+,4,Critical,Thane,2023-07-06
R00598,Breach Candy Hospital,B+,9,Critical,Solapur,2024-06-20
R00599,Safdarjung Hospital,A+,7,High,Lucknow,2024-02-07
R00600,Breach Candy Hospital,O+,7,Medium,Jodhpur,2024-04-16
R00601,Christian Medical College,O+,7,Low,Jaipur,2024-08-30
R00602,AIIMS Hospital,B+,4,Low,Tiruchirappalli,2024-02-08
R00603,Civil Hospital,O+,7,Medium,Coimbatore,2023-07-20
R00604,Safdarjung Hospital,B+,2,High,Surat,2023-05-24
R00605,Bombay Hospital,O+,8,Medium,Madurai,2023-12-28
R00606,Civil Hospital,B-,10,Low,Vijayawada,2024-09-18
R00607,Narayana Health,B+,8,High,Aurangabad,2023-10-29
R00608,Safdarjung Hospital,A+,9,High,Hubballi,2023-07-10
R00609,Government General Hospital,O-,5,Medium,Kolkata,2024-10-15
R00610,ESI Hospital,O+,10,Critical,Patna,2023-09-10
R00611,Sassoon General Hospital,O+,8,High,Rajkot,2024-10-11
R00612,Christian Medical College,B+,2,Medium,Jaipur,2023-05-17
R00613,KEM Hospital,B+,10,Low,Raipur,2024-11-30
R00614,Sassoon General Hospital,AB+,10,Low,Bareilly,2024-06-29
R00615,Lilavati Hospital,O+,8,Medium,Solapur,2024-08-12
R00616,Safdarjung Hospital,O+,10,Low,Nagpur,2023-10-03
R00617,Sir Gangaram Hospital,A-,9,Critical,Rajkot,2024-02-05
R00618,Civil Hospital,AB-,6,Medium,Chandigarh,2023-08-16
R00619,Christian Medical College,O+,6,High,Vadodara,2023-07-19
R00620,Civil Hospital,A+,4,Medium,Delhi,2024-07-13
R00621,Hinduja Hospital,B+,8,Low,Hyderabad,2024-08-09
R00622,Breach Candy Hospital,A+,7,Critical,Pune,2023-04-16
R00623,Medanta - The Medicity,O+,9,Low,Patna,2023-12-15
R00624,ESI Hospital,O+,1,Critical,Coimbatore,2024-02-19
R00625,Ram Manohar Lohia Hospital,O+,10,Medium,Lucknow,2023-06-18
R00626,Sir Gangaram Hospital,O+,8,Critical,Patna,2023-09-24
R00627,Lilavati Hospital,B+,8,Low,Allahabad,2023-03-23
R00628,Ram Manohar Lohia Hospital,O+,9,High,Indore,2024-12-01
R00629,Kokilaben Dhirubhai Ambani Hospital,O+,7,High,Mysore,2024-11-27
R00630,ESI Hospital,AB-,9,Low,Chennai,2023-12-02
R00631,Safdarjung Hospital,B+,10,Medium,Meerut,2023-07-11
R00632,Breach Candy Hospital,O+,8,Medium,Indore,2024-06-29
R00633,AIIMS Hospital,O+,9,Medium,Jodhpur,2023-12-12
R00634,Ram Manohar Lohia Hospital,O+,9,Medium,Kanpur,2024-05-09
R00635,Amrita Institute of Medical Sciences,O+,1,Low,Mysore,2023-07-02
R00636,Columbia Asia Hospital,B+,3,Medium,Vadodara,2023-12-18
R00637,Fortis Healthcare,O+,6,High,Pimpri,2024-02-03
R00638,District Hospital,AB+,7,Medium,Mumbai,2023-06-21
R00639,Government General Hospital,A+,4,Low,Guwahati,2024-08-12
R00640,AIIMS Hospital,O+,10,Low,Hyderabad,2023-06-25
R00641,Civil Hospital,B+,2,Critical,Kanpur,2024-02-18
R00642,Safdarjung Hospital,A-,4,Medium,Rajkot,2024-08-26
R00643,Primary Health Centre,O-,6,Low,Allahabad,2023-08-15
R00644,ESI Hospital,A+,4,High,Gwalior,2024-12-12
R00645,Apollo Hospitals,O-,10,Low,Thane,2023-08-16
R00646,Lilavati Hospital,A+,2,High,Coimbatore,2023-12-18
R00647,Bombay Hospital,B+,9,High,Rajkot,2024-06-26
R00648,ESI Hospital,B+,1,Critical,Thane,2024-09-14
R00649,Max Super Speciality Hospital,O+,10,Critical,Ahmedabad,2024-12-03
R00650,Hinduja Hospital,A+,7,Medium,Srinagar,2024-01-14
R00651,Narayana Health,O-,9,Medium,Dhanbad,2023-04-15
R00652,Sassoon General Hospital,O+,3,High,Guwahati,2023-08-17
R00653,Fortis Healthcare,O+,6,Medium,Chandigarh,2024-05-31
R00654,Christian Medical College,A+,9,High,Bangalore,2023-04-19
R00655,Civil Hospital,B+,9,Low,Kolkata,2024-07-27
R00656,Medanta - The Medicity,O-,4,Low,Amritsar,2024-12-28
R00657,AIIMS Hospital,A-,8,Medium,Rajkot,2024-02-05
R00658,Manipal Hospitals,A+,8,Medium,Ahmedabad,2024-01-14
R00659,KEM Hospital,B+,7,Low,Jodhpur,2024-01-10
R00660,Max Super Speciality Hospital,O+,6,Medium,Aurangabad,2023-01-27
R00661,Lilavati Hospital,B+,3,Critical,Visakhapatnam,2024-10-23
R00662,Fortis Healthcare,B+,4,Critical,Bhopal,2024-05-16
R00663,Medanta - The Medicity,O+,9,Low,Mysore,2024-06-15
R00664,Hinduja Hospital,O+,10,High,Solapur,2023-09-27
R00665,Manipal Hospitals,A+,7,High,Hyderabad,2024-01-31
R00666,Narayana Health,A+,8,Critical,Surat,2024-07-26
R00667,Fortis Healthcare,A+,6,Medium,Bhopal,2023-11-29
R00668,Hinduja Hospital,A+,1,Medium,Patna,2023-01-17
R00669,Manipal Hospitals,B+,9,Medium,Jodhpur,2024-09-16
R00670,Safdarjung Hospital,A-,3,High,Aligarh,2023-11-25
R00671,Medanta - The Medicity,AB+,3,Critical,Nagpur,2024-05-14
R00672,Narayana Health,B+,9,High,Hyderabad,2024-11-27
R00673,Fortis Healthcare,B+,4,Medium,Allahabad,2023-10-22
R00674,Manipal Hospitals,O+,8,Medium,Pimpri,2023-09-25
R00675,Max Super Speciality Hospital,A+,4,High,Bhopal,2023-08-18
R00676,Primary Health Centre,B+,2,Critical,Meerut,2023-01-08
R00677,Government General Hospital,A-,5,Medium,Aligarh,2023-07-18
R00678,Breach Candy Hospital,AB+,3,Low,Bhopal,2023-11-10
R00679,Primary Health Centre,O+,4,High,Agra,2024-10-05
R00680,Manipal Hospitals,O+,3,Medium,Faridabad,2024-09-30
R00681,Government General Hospital,B+,1,High,Srinagar,2023-05-03
R00682,KEM Hospital,O+,4,Critical,Nashik,2024-11-22
R00683,Ram Manohar Lohia Hospital,O+,9,Low,Ludhiana,2024-06-08
R00684,Lilavati Hospital,A+,7,Critical,Jaipur,2024-08-13
R00685,Amrita Institute of Medical Sciences,A-,6,Critical,Delhi,2023-03-18
R00686,Safdarjung Hospital,O+,10,High,Vijayawada,2023-04-26
R00687,District Hospital,O-,9,Low,Srinagar,2024-05-07
R00688,Manipal Hospitals,B+,4,Medium,Rajkot,2024-09-05
R00689,Fortis Healthcare,A-,6,Medium,Varanasi,2024-05-10
R00690,ESI Hospital,O+,3,Medium,Meerut,2023-06-18
R00691,Sir Gangaram Hospital,A+,3,High,Ludhiana,2023-02-18
R00692,Sassoon General Hospital,O+,10,Low,Vijayawada,2023-07-23
R00693,KEM Hospital,A+,10,Critical,Meerut,2024-06-18
R00694,Max Super Speciality Hospital,A+,8,Critical,Vijayawada,2024-12-22
R00695,Apollo Hospitals,B+,5,Low,Hubballi,2023-12-08
R00696,Medanta - The Medicity,O+,8,Low,Lucknow,2024-08-18
R00697,Civil Hospital,A+,9,High,Srinagar,2023-08-30
R00698,Government General Hospital,O+,2,Medium,Mysore,2023-10-03
R00699,Apollo Hospitals,A+,7,Low,Jabalpur,2023-02-08
R00700,Columbia Asia Hospital,AB+,2,Low,Hyderabad,2023-03-30
R00701,Civil Hospital,B+,7,Low,Patna,2024-01-08
R00702,Christian Medical College,O+,3,High,Faridabad,2023-08-04
R00703,Amrita Institute of Medical Sciences,O+,8,Medium,Agra,2024-02-08
R00704,Max Super Speciality Hospital,A+,4,Critical,Bareilly,2023-11-11
R00705,Fortis Healthcare,A+,9,High,Meerut,2023-04-01
R00706,Manipal Hospitals,O+,4,High,Ahmedabad,2023-11-30
R00707,Bombay Hospital,B+,2,Critical,Vadodara,2023-10-28
R00708,District Hospital,B+,4,Medium,Mumbai,2024-04-09
R00709,Civil Hospital,A+,5,Critical,Hyderabad,2023-04-21
R00710,Medanta - The Medicity,O-,8,Critical,Kanpur,2023-12-01
R00711,Hinduja Hospital,O+,3,Critical,Meerut,2023-12-02
R00712,District Hospital,A+,9,Low,Ludhiana,2023-07-27
R00713,Amrita Institute of Medical Sciences,AB+,9,Critical,Patna,2023-04-20
R00714,Lilavati Hospital,O+,10,High,Howrah,2023-08-10
R00715,Manipal Hospitals,B+,3,Medium,Kolkata,2023-06-27
R00716,Medanta - The Medicity,B+,8,Medium,Coimbatore,2024-01-10
R00717,Sassoon General Hospital,B+,6,Medium,Bangalore,2024-09-26
R00718,KEM Hospital,A+,6,Low,Ranchi,2023-08-08
R00719,Sir Gangaram Hospital,O+,2,High,Jaipur,2024-03-05
R00720,ESI Hospital,B+,8,High,Pune,2024-05-02
R00721,Sassoon General Hospital,B-,7,Medium,Raipur,2024-06-21
R00722,Christian Medical College,A-,2,Medium,Varanasi,2023-04-10
R00723,Sassoon General Hospital,O+,4,High,Mumbai,2023-09-01
R00724,Safdarjung Hospital,O+,5,High,Madurai,2024-03-12
R00725,District Hospital,AB+,9,Low,Pimpri,2024-04-03
R00726,Safdarjung Hospital,O+,10,Low,Coimbatore,2023-11-21
R00727,Government General Hospital,A+,2,Critical,Visakhapatnam,2023-02-16
R00728,Breach Candy Hospital,O+,7,Critical,Jodhpur,2023-01-17
R00729,Government General Hospital,AB+,5,Medium,Lucknow,2024-09-27
R00730,Hinduja Hospital,A-,2,Critical,Gwalior,2023-09-30
R00731,ESI Hospital,A+,10,High,Solapur,2023-06-03
R00732,Breach Candy Hospital,B+,3,Critical,Lucknow,2024-12-14
R00733,KEM Hospital,O+,5,Critical,Bangalore,2024-10-20
R00734,ESI Hospital,O+,10,Low,Nagpur,2023-04-22
R00735,Ram Manohar Lohia Hospital,O+,1,Medium,Srinagar,2023-10-18
R00736,District Hospital,A+,7,High,Vijayawada,2023-03-31
R00737,Columbia Asia Hospital,O-,1,Critical,Tiruchirappalli,2023-02-06
R00738,District Hospital,B+,6,Medium,Howrah,2023-12-29
R00739,Lilavati Hospital,AB-,6,High,Srinagar,2023-07-01
R00740,Apollo Hospitals,O+,1,Medium,Delhi,2024-04-12
R00741,KEM Hospital,A+,7,High,Hubballi,2024-01-28
R00742,District Hospital,O+,8,High,Delhi,2024-09-22
R00743,Narayana Health,A+,3,Medium,Gwalior,2024-06-25
R00744,AIIMS Hospital,A+,10,Medium,Bhopal,2023-05-05
R00745,Columbia Asia Hospital,O+,1,Medium,Ahmedabad,2024-12-13
R00746,Hinduja Hospital,A+,2,High,Madurai,2024-08-28
R00747,Apollo Hospitals,B+,1,High,Lucknow,2024-06-20
R00748,Max Super Speciality Hospital,A-,9,Critical,Solapur,2024-04-29
R00749,District Hospital,B+,4,High,Thane,2024-07-28
R00750,Sassoon General Hospital,A+,7,Medium,Hyderabad,2023-03-03
R00751,ESI Hospital,O+,5,High,Nashik,2024-09-11
R00752,Ram Manohar Lohia Hospital,A+,9,Critical,Ahmedabad,2023-05-15
R00753,Christian Medical College,O+,9,Medium,Bhopal,2024-05-04
R00754,Lilavati Hospital,O+,6,Critical,Bhopal,2023-01-07
R00755,Medanta - The Medicity,B+,5,Low,Faridabad,2023-10-06
R00756,Fortis Healthcare,O+,10,Medium,Surat,2024-01-05
R00757,ESI Hospital,A+,1,High,Howrah,2023-05-13
R00758,Sassoon General Hospital,A-,4,High,Pimpri,2023-08-29
R00759,Primary Health Centre,A+,5,Medium,Bhopal,2024-06-10
R00760,Apollo Hospitals,B+,9,Low,Jabalpur,2024-06-23
R00761,Kokilaben Dhirubhai Ambani Hospital,O-,2,Low,Ahmedabad,2024-07-25
R00762,Government General Hospital,A+,2,Critical,Vadodara,2023-12-23
R00763,Primary Health Centre,O+,3,Critical,Nashik,2024-02-16
R00764,Kokilaben Dhirubhai Ambani Hospital,O+,3,Medium,Madurai,2023-06-16
R00765,Columbia Asia Hospital,A+,7,High,Indore,2023-05-21
R00766,Sir Gangaram Hospital,O-,1,High,Bhopal,2023-12-05
R00767,Medanta - The Medicity,O-,2,Low,Vijayawada,2024-07-24
R00768,Manipal Hospitals,O+,1,Medium,Pimpri,2024-03-14
R00769,Bombay Hospital,B+,9,Medium,Madurai,2024-03-02
R00770,Sassoon General Hospital,A+,10,Critical,Dhanbad,2023-03-01
R00771,Narayana Health,B+,9,High,Jabalpur,2023-11-29
R00772,District Hospital,AB-,3,Medium,Jabalpur,2024-08-20
R00773,Christian Medical College,B+,3,Medium,Jodhpur,2024-06-02
R00774,Manipal Hospitals,O+,1,Low,Madurai,2024-03-01
R00775,Max Super Speciality Hospital,O+,5,Medium,Raipur,2024-04-05
R00776,Primary Health Centre,A+,3,High,Mumbai,2024-07-05
R00777,Columbia Asia Hospital,B+,2,Medium,Visakhapatnam,2024-03-28
